user_id,song_id,timestamp,duration_sec
user_23,song_47,2025-03-26 07:52:44,168
user_79,song_35,2025-03-24 11:18:55,268
user_56,song_47,2025-03-14 00:42:12,195
user_32,song_6,2025-03-14 12:58:29,260
user_32,song_49,2025-03-23 13:25:28,224
user_44,song_2,2025-03-24 23:54:31,196
user_24,song_32,2025-03-11 07:08:15,211
user_34,song_22,2025-03-14 13:49:32,171
user_72,song_1,2025-03-26 01:54:51,127
user_11,song_16,2025-03-20 17:31:23,280
user_72,song_49,2025-03-12 15:59:51,273
user_83,song_46,2025-03-24 19:50:53,259
user_3,song_6,2025-03-15 06:48:33,143
user_52,song_45,2025-03-12 19:28:15,186
user_85,song_38,2025-03-18 21:56:23,272
user_71,song_34,2025-03-17 16:30:23,247
user_96,song_36,2025-03-17 01:23:59,210
user_90,song_30,2025-03-14 03:38:25,186
user_33,song_15,2025-03-06 20:34:27,128
user_41,song_8,2025-03-27 00:19:36,124
user_25,song_14,2025-03-24 12:07:56,171
user_93,song_38,2025-03-26 11:14:46,174
user_13,song_13,2025-03-15 09:09:07,146
user_47,song_12,2025-03-15 16:10:02,37
user_91,song_35,2025-03-07 03:28:47,170
user_6,song_4,2025-03-27 20:42:35,179
user_90,song_9,2025-03-24 19:54:54,82
user_2,song_37,2025-03-14 19:16:45,270
user_62,song_29,2025-03-17 12:57:04,124
user_7,song_17,2025-03-24 04:35:41,88
user_9,song_26,2025-03-24 20:55:34,67
user_74,song_41,2025-03-03 14:27:32,107
user_20,song_37,2025-03-15 17:59:38,73
user_32,song_8,2025-03-21 04:52:40,145
user_100,song_34,2025-03-19 11:10:21,260
user_57,song_20,2025-03-21 19:37:22,186
user_73,song_40,2025-03-03 22:10:24,80
user_98,song_14,2025-03-11 05:51:43,165
user_85,song_6,2025-03-08 14:59:05,152
user_23,song_36,2025-03-04 15:27:24,110
user_1,song_27,2025-03-22 20:52:29,270
user_38,song_3,2025-03-12 05:41:21,177
user_91,song_19,2025-03-23 00:59:05,66
user_88,song_15,2025-03-13 20:13:42,131
user_55,song_8,2025-03-27 10:27:40,145
user_83,song_10,2025-03-13 21:29:03,102
user_10,song_4,2025-03-09 01:18:50,187
user_77,song_48,2025-03-15 00:15:20,254
user_16,song_30,2025-03-15 18:17:30,236
user_35,song_33,2025-03-27 05:07:26,282
user_57,song_6,2025-03-02 22:26:28,251
user_95,song_21,2025-03-13 03:41:59,43
user_12,song_15,2025-03-02 00:10:12,167
user_74,song_3,2025-03-09 12:06:43,270
user_67,song_42,2025-03-22 11:14:04,172
user_24,song_38,2025-03-22 03:50:34,281
user_12,song_31,2025-03-17 21:24:14,239
user_43,song_21,2025-03-06 01:52:03,112
user_43,song_27,2025-03-25 01:15:47,177
user_85,song_26,2025-03-27 16:54:32,48
user_59,song_6,2025-03-16 06:26:20,159
user_42,song_8,2025-03-20 14:53:53,293
user_1,song_43,2025-03-27 08:10:02,266
user_53,song_4,2025-03-10 02:32:58,295
user_47,song_40,2025-03-25 04:47:11,256
user_98,song_4,2025-03-10 21:09:45,166
user_71,song_9,2025-03-14 23:34:41,254
user_90,song_32,2025-03-06 21:28:17,44
user_81,song_39,2025-03-12 14:48:06,111
user_40,song_36,2025-03-01 15:55:54,238
user_12,song_15,2025-03-06 12:11:30,266
user_16,song_42,2025-03-08 11:23:21,285
user_92,song_19,2025-03-25 16:52:43,169
user_54,song_31,2025-03-23 22:10:33,154
user_59,song_36,2025-03-08 00:31:12,226
user_25,song_39,2025-03-25 16:08:36,99
user_9,song_18,2025-03-21 03:26:34,204
user_65,song_18,2025-03-01 02:59:19,174
user_93,song_20,2025-03-24 18:28:20,106
user_58,song_35,2025-03-24 12:17:55,206
user_43,song_36,2025-03-27 09:08:30,223
user_59,song_21,2025-03-10 03:47:45,152
user_74,song_25,2025-03-12 08:07:11,240
user_6,song_21,2025-03-23 23:03:26,225
user_50,song_43,2025-03-08 09:12:55,283
user_5,song_9,2025-03-25 09:12:41,199
user_13,song_29,2025-03-05 20:10:21,299
user_59,song_1,2025-03-07 23:57:11,239
user_84,song_10,2025-03-04 15:10:52,270
user_34,song_22,2025-03-20 07:06:05,71
user_43,song_44,2025-03-26 21:42:54,224
user_41,song_41,2025-03-24 16:30:00,48
user_80,song_5,2025-03-12 09:31:37,177
user_30,song_48,2025-03-05 09:17:58,252
user_13,song_49,2025-03-05 21:05:57,257
user_22,song_45,2025-03-15 12:54:11,44
user_6,song_21,2025-03-03 17:23:01,180
user_46,song_24,2025-03-21 21:47:11,104
user_32,song_34,2025-03-21 00:04:30,122
user_22,song_12,2025-03-04 20:00:17,225
user_80,song_44,2025-03-12 16:35:13,284
user_75,song_10,2025-03-12 06:31:08,266
user_82,song_17,2025-03-23 07:26:18,160
user_86,song_1,2025-03-23 14:03:33,177
user_87,song_35,2025-03-08 16:03:17,67
user_57,song_23,2025-03-15 12:32:23,247
user_89,song_17,2025-03-23 04:15:08,184
user_26,song_25,2025-03-24 10:58:41,84
user_31,song_25,2025-03-18 10:13:03,181
user_90,song_19,2025-03-02 01:33:41,232
user_36,song_1,2025-03-03 09:08:26,284
user_37,song_50,2025-03-12 04:06:26,210
user_29,song_41,2025-03-10 05:31:11,158
user_87,song_49,2025-03-07 15:21:33,79
user_81,song_42,2025-03-02 21:55:50,188
user_57,song_3,2025-03-18 17:05:38,97
user_12,song_19,2025-03-16 20:39:19,242
user_23,song_13,2025-03-07 09:58:38,217
user_68,song_33,2025-03-14 05:31:02,114
user_33,song_31,2025-03-15 07:51:52,203
user_15,song_30,2025-03-04 15:43:48,102
user_97,song_15,2025-03-20 07:01:04,217
user_12,song_26,2025-03-01 16:12:59,165
user_69,song_8,2025-03-23 01:51:50,218
user_87,song_48,2025-03-13 17:26:24,225
user_82,song_24,2025-03-06 06:13:56,149
user_61,song_2,2025-03-16 22:09:18,143
user_83,song_5,2025-03-23 12:54:39,184
user_84,song_27,2025-03-06 15:56:14,101
user_6,song_3,2025-03-15 18:36:37,282
user_15,song_7,2025-03-12 09:33:42,99
user_50,song_30,2025-03-19 00:15:35,244
user_76,song_48,2025-03-08 12:01:56,242
user_84,song_7,2025-03-24 18:07:50,238
user_36,song_3,2025-03-18 23:41:55,141
user_57,song_29,2025-03-12 11:05:28,215
user_13,song_44,2025-03-18 19:58:34,213
user_8,song_26,2025-03-14 09:25:30,127
user_16,song_30,2025-03-05 10:48:26,138
user_83,song_41,2025-03-02 00:52:59,55
user_43,song_16,2025-03-07 02:42:43,135
user_9,song_49,2025-03-27 21:41:55,136
user_76,song_14,2025-03-12 07:27:47,198
user_100,song_10,2025-03-01 03:18:13,171
user_19,song_9,2025-03-27 05:23:47,158
user_23,song_8,2025-03-02 06:02:09,97
user_2,song_23,2025-03-12 13:12:37,195
user_3,song_12,2025-03-13 21:10:32,56
user_17,song_48,2025-03-21 10:27:16,299
user_15,song_48,2025-03-04 02:03:01,273
user_58,song_50,2025-03-18 13:48:21,292
user_76,song_7,2025-03-22 22:37:28,287
user_29,song_40,2025-03-03 02:31:26,296
user_39,song_30,2025-03-02 12:17:35,61
user_62,song_26,2025-03-21 16:38:41,85
user_63,song_46,2025-03-22 12:47:15,67
user_11,song_21,2025-03-08 04:49:17,63
user_17,song_18,2025-03-27 14:52:53,196
user_49,song_39,2025-03-26 18:08:36,180
user_59,song_33,2025-03-21 21:13:06,80
user_90,song_8,2025-03-27 18:21:07,140
user_56,song_29,2025-03-12 02:12:51,241
user_44,song_30,2025-03-20 08:33:15,242
user_94,song_7,2025-03-16 04:08:42,248
user_41,song_43,2025-03-13 08:58:05,221
user_20,song_44,2025-03-24 00:33:43,64
user_12,song_6,2025-03-05 12:37:15,251
user_13,song_48,2025-03-19 02:09:54,96
user_72,song_4,2025-03-17 00:03:55,92
user_53,song_23,2025-03-21 12:45:25,56
user_37,song_39,2025-03-16 04:01:45,210
user_14,song_37,2025-03-25 15:10:42,138
user_20,song_43,2025-03-24 09:47:28,144
user_14,song_23,2025-03-18 20:14:22,88
user_98,song_18,2025-03-11 23:29:39,249
user_72,song_50,2025-03-02 06:35:16,166
user_4,song_12,2025-03-14 06:22:59,188
user_44,song_23,2025-03-01 07:06:49,122
user_19,song_37,2025-03-20 10:56:51,65
user_19,song_48,2025-03-02 11:43:05,76
user_96,song_34,2025-03-11 10:38:52,222
user_54,song_30,2025-03-17 13:10:21,110
user_48,song_20,2025-03-16 17:56:00,73
user_7,song_10,2025-03-08 15:23:44,55
user_87,song_6,2025-03-14 05:01:22,256
user_85,song_28,2025-03-24 13:50:12,256
user_54,song_18,2025-03-11 11:09:21,292
user_15,song_23,2025-03-21 20:53:08,86
user_37,song_44,2025-03-24 14:58:05,299
user_86,song_20,2025-03-03 04:54:54,142
user_51,song_39,2025-03-03 15:49:32,33
user_27,song_20,2025-03-11 06:06:19,100
user_98,song_17,2025-03-15 01:13:49,197
user_16,song_1,2025-03-25 03:29:45,250
user_23,song_9,2025-03-19 10:58:25,147
user_65,song_36,2025-03-18 04:38:04,66
user_51,song_48,2025-03-03 01:17:08,253
user_3,song_30,2025-03-04 18:42:59,190
user_74,song_28,2025-03-20 15:11:12,243
user_38,song_8,2025-03-20 15:53:48,40
user_42,song_11,2025-03-23 08:03:06,215
user_12,song_28,2025-03-06 03:20:22,154
user_56,song_38,2025-03-20 10:33:28,298
user_11,song_26,2025-03-16 01:29:45,203
user_29,song_22,2025-03-09 03:53:19,69
user_66,song_41,2025-03-06 12:51:02,291
user_25,song_50,2025-03-17 23:03:06,209
user_94,song_42,2025-03-08 04:04:16,150
user_14,song_10,2025-03-13 10:13:28,131
user_23,song_39,2025-03-08 10:06:22,68
user_23,song_50,2025-03-24 23:41:17,267
user_97,song_37,2025-03-22 19:00:45,195
user_81,song_21,2025-03-08 07:52:41,255
user_9,song_31,2025-03-22 11:12:35,185
user_36,song_38,2025-03-03 17:26:42,210
user_65,song_5,2025-03-16 01:39:04,266
user_58,song_3,2025-03-03 18:16:54,218
user_37,song_5,2025-03-05 09:12:10,289
user_50,song_30,2025-03-27 21:49:31,51
user_58,song_37,2025-03-10 03:18:53,194
user_78,song_31,2025-03-25 08:08:06,107
user_8,song_29,2025-03-06 00:35:18,205
user_92,song_6,2025-03-25 11:50:31,118
user_6,song_16,2025-03-22 06:01:31,254
user_68,song_34,2025-03-08 16:57:09,216
user_48,song_19,2025-03-19 19:22:22,239
user_100,song_22,2025-03-03 13:00:36,201
user_9,song_22,2025-03-05 14:06:26,227
user_37,song_17,2025-03-08 07:11:51,200
user_11,song_38,2025-03-07 20:46:33,209
user_40,song_42,2025-03-20 00:39:50,96
user_77,song_46,2025-03-05 02:42:17,188
user_72,song_25,2025-03-16 22:42:10,95
user_86,song_45,2025-03-26 13:17:33,77
user_83,song_43,2025-03-21 13:18:15,290
user_47,song_2,2025-03-18 14:27:24,188
user_24,song_14,2025-03-17 14:08:49,278
user_25,song_15,2025-03-07 16:16:30,109
user_10,song_19,2025-03-05 21:50:15,289
user_99,song_35,2025-03-26 13:27:13,49
user_85,song_22,2025-03-07 08:40:59,222
user_20,song_11,2025-03-09 18:42:02,114
user_93,song_29,2025-03-03 02:54:19,240
user_47,song_44,2025-03-12 12:44:33,257
user_79,song_19,2025-03-22 19:02:20,149
user_69,song_16,2025-03-16 00:33:22,270
user_25,song_24,2025-03-22 09:19:59,266
user_99,song_19,2025-03-19 12:54:49,287
user_68,song_27,2025-03-08 20:48:41,132
user_78,song_9,2025-03-13 03:16:29,56
user_83,song_31,2025-03-19 00:29:36,82
user_92,song_34,2025-03-07 01:15:36,175
user_11,song_49,2025-03-08 18:46:38,169
user_58,song_33,2025-03-08 03:40:25,253
user_12,song_15,2025-03-22 21:36:07,208
user_4,song_27,2025-03-03 14:02:55,232
user_65,song_24,2025-03-12 10:42:04,227
user_11,song_24,2025-03-11 21:36:23,44
user_41,song_7,2025-03-17 06:38:29,104
user_18,song_3,2025-03-14 22:14:19,271
user_90,song_9,2025-03-23 18:33:10,259
user_79,song_1,2025-03-04 20:18:16,39
user_33,song_14,2025-03-08 06:12:10,300
user_55,song_8,2025-03-14 23:39:45,151
user_39,song_8,2025-03-03 07:37:55,152
user_54,song_41,2025-03-23 04:34:33,62
user_15,song_32,2025-03-27 00:32:52,38
user_81,song_33,2025-03-12 17:52:42,103
user_38,song_28,2025-03-01 01:49:21,210
user_31,song_37,2025-03-21 05:20:11,125
user_86,song_43,2025-03-05 03:44:50,298
user_47,song_5,2025-03-26 12:54:13,289
user_65,song_36,2025-03-01 23:41:28,229
user_61,song_3,2025-03-19 18:44:57,221
user_33,song_48,2025-03-01 18:55:24,212
user_9,song_23,2025-03-12 16:55:55,83
user_99,song_38,2025-03-17 03:24:44,98
user_6,song_23,2025-03-27 12:09:07,203
user_83,song_12,2025-03-23 13:19:29,275
user_81,song_12,2025-03-07 13:06:52,62
user_92,song_50,2025-03-23 05:14:07,48
user_38,song_13,2025-03-03 03:02:16,132
user_6,song_21,2025-03-16 01:15:52,293
user_51,song_35,2025-03-23 23:33:02,159
user_5,song_49,2025-03-10 06:39:05,176
user_46,song_50,2025-03-03 07:41:44,199
user_35,song_8,2025-03-18 20:46:24,253
user_52,song_48,2025-03-22 08:19:49,227
user_44,song_12,2025-03-25 02:07:07,284
user_48,song_34,2025-03-13 22:45:07,72
user_94,song_28,2025-03-04 19:57:23,250
user_78,song_12,2025-03-27 11:31:25,180
user_42,song_7,2025-03-04 21:17:13,197
user_85,song_19,2025-03-15 21:05:36,258
user_78,song_46,2025-03-21 16:27:40,115
user_89,song_29,2025-03-18 01:34:54,258
user_6,song_47,2025-03-18 02:45:40,252
user_36,song_41,2025-03-03 18:49:37,68
user_86,song_41,2025-03-20 17:16:09,216
user_66,song_48,2025-03-08 18:23:52,45
user_19,song_39,2025-03-22 06:30:30,47
user_17,song_5,2025-03-12 10:57:16,217
user_47,song_25,2025-03-02 13:43:53,108
user_87,song_29,2025-03-19 00:12:17,220
user_57,song_49,2025-03-04 17:34:40,100
user_68,song_24,2025-03-20 07:44:35,190
user_84,song_18,2025-03-13 02:49:07,88
user_4,song_48,2025-03-10 00:45:42,285
user_67,song_25,2025-03-06 17:12:05,164
user_100,song_17,2025-03-22 15:56:45,139
user_79,song_19,2025-03-24 20:17:22,132
user_16,song_9,2025-03-04 14:16:36,261
user_23,song_46,2025-03-22 14:35:31,74
user_88,song_21,2025-03-17 20:46:47,63
user_71,song_35,2025-03-15 02:17:47,183
user_21,song_46,2025-03-09 10:49:50,215
user_66,song_15,2025-03-06 21:23:51,132
user_18,song_16,2025-03-24 23:34:38,43
user_47,song_36,2025-03-18 21:48:45,269
user_71,song_9,2025-03-05 04:26:53,63
user_40,song_26,2025-03-24 05:41:06,299
user_53,song_50,2025-03-20 21:01:28,67
user_17,song_21,2025-03-04 14:24:30,260
user_60,song_44,2025-03-26 02:46:05,206
user_17,song_50,2025-03-27 18:18:54,123
user_99,song_9,2025-03-22 00:02:12,287
user_8,song_8,2025-03-26 03:37:57,108
user_39,song_11,2025-03-08 20:42:18,195
user_91,song_15,2025-03-17 19:08:45,295
user_37,song_6,2025-03-13 03:58:34,130
user_82,song_36,2025-03-14 07:45:31,94
user_81,song_20,2025-03-26 21:32:49,77
user_65,song_42,2025-03-09 04:28:30,108
user_22,song_43,2025-03-17 09:21:19,51
user_4,song_6,2025-03-03 04:58:00,165
user_84,song_14,2025-03-21 05:21:31,45
user_64,song_41,2025-03-27 11:38:37,178
user_83,song_20,2025-03-24 10:40:17,155
user_88,song_26,2025-03-15 10:32:08,262
user_10,song_45,2025-03-03 21:48:13,110
user_57,song_27,2025-03-24 12:11:36,267
user_27,song_22,2025-03-07 23:23:10,190
user_92,song_21,2025-03-17 18:23:09,234
user_17,song_49,2025-03-18 23:42:38,293
user_72,song_7,2025-03-16 11:47:49,153
user_60,song_8,2025-03-13 23:37:37,260
user_32,song_10,2025-03-05 16:47:37,55
user_38,song_25,2025-03-21 07:09:44,157
user_21,song_21,2025-03-16 04:20:21,127
user_98,song_11,2025-03-25 04:31:17,293
user_60,song_32,2025-03-15 23:28:32,284
user_3,song_6,2025-03-20 02:09:37,288
user_59,song_16,2025-03-11 10:39:41,210
user_7,song_4,2025-03-14 15:48:14,283
user_77,song_42,2025-03-23 20:16:24,176
user_69,song_1,2025-03-06 05:14:35,250
user_18,song_17,2025-03-18 18:09:42,236
user_47,song_3,2025-03-20 10:42:41,56
user_73,song_36,2025-03-10 10:47:23,215
user_71,song_19,2025-03-04 13:40:14,227
user_65,song_29,2025-03-27 16:37:47,173
user_80,song_44,2025-03-06 18:25:29,95
user_13,song_26,2025-03-19 02:48:27,203
user_72,song_24,2025-03-08 00:05:01,131
user_78,song_33,2025-03-20 11:38:59,286
user_6,song_3,2025-03-02 21:20:17,100
user_92,song_22,2025-03-23 23:57:06,295
user_59,song_10,2025-03-26 00:36:27,101
user_42,song_40,2025-03-16 11:06:51,113
user_51,song_40,2025-03-15 12:37:59,202
user_65,song_33,2025-03-26 20:13:15,280
user_91,song_37,2025-03-15 13:16:52,273
user_3,song_24,2025-03-17 01:55:19,86
user_54,song_38,2025-03-15 22:28:14,43
user_77,song_31,2025-03-13 21:21:55,146
user_93,song_4,2025-03-24 07:45:48,117
user_68,song_41,2025-03-19 10:57:13,105
user_88,song_16,2025-03-02 12:46:56,86
user_25,song_2,2025-03-22 09:50:49,190
user_54,song_10,2025-03-21 01:08:00,134
user_53,song_33,2025-03-23 21:27:36,61
user_91,song_9,2025-03-26 04:18:35,136
user_72,song_21,2025-03-24 05:20:33,299
user_49,song_21,2025-03-09 09:46:19,265
user_69,song_22,2025-03-27 12:27:15,211
user_87,song_50,2025-03-13 20:00:15,277
user_25,song_16,2025-03-14 13:03:57,182
user_29,song_20,2025-03-15 00:42:51,136
user_89,song_46,2025-03-24 17:43:47,192
user_62,song_23,2025-03-14 06:36:04,177
user_16,song_37,2025-03-27 08:51:47,224
user_51,song_23,2025-03-08 02:39:25,178
user_6,song_19,2025-03-04 20:04:33,207
user_57,song_42,2025-03-13 10:46:43,275
user_28,song_13,2025-03-27 03:29:19,168
user_72,song_45,2025-03-14 04:27:43,100
user_14,song_40,2025-03-12 14:47:01,154
user_7,song_43,2025-03-26 18:42:29,145
user_82,song_15,2025-03-03 13:09:23,81
user_53,song_22,2025-03-23 22:23:25,81
user_88,song_50,2025-03-07 16:09:38,32
user_71,song_11,2025-03-20 18:04:53,273
user_62,song_42,2025-03-10 16:22:58,177
user_42,song_19,2025-03-03 20:55:45,75
user_84,song_37,2025-03-12 06:33:22,49
user_23,song_27,2025-03-09 12:48:31,48
user_51,song_32,2025-03-10 01:04:07,178
user_5,song_1,2025-03-15 11:39:07,84
user_43,song_19,2025-03-23 01:21:18,298
user_64,song_9,2025-03-25 11:27:01,269
user_35,song_13,2025-03-06 11:14:34,199
user_21,song_47,2025-03-23 06:40:26,161
user_92,song_12,2025-03-01 16:24:33,202
user_38,song_37,2025-03-10 09:02:57,119
user_79,song_41,2025-03-20 16:25:49,248
user_66,song_21,2025-03-05 05:03:24,235
user_86,song_7,2025-03-09 23:17:08,101
user_62,song_21,2025-03-13 00:59:44,33
user_34,song_25,2025-03-12 10:24:07,258
user_97,song_18,2025-03-17 00:02:28,184
user_75,song_47,2025-03-01 13:19:24,163
user_84,song_24,2025-03-12 11:18:44,61
user_86,song_8,2025-03-23 14:13:28,187
user_21,song_26,2025-03-25 09:28:43,189
user_89,song_8,2025-03-15 07:44:37,218
user_79,song_15,2025-03-11 15:18:11,98
user_62,song_10,2025-03-23 02:05:18,221
